SAMPLEID	NT_VERDY10	NT_VERDY11	NT_VERDY12	NT_VERDY13	NT_VERDY14	NT_VERDY15	NT_VERDY16	VERDY17	VERDY18	VERDY19	VERDY1	VERDY20	VERDY21	VERDY22	VERDY23	VERDY24	NT_VERDY25	NT_VERDY26	NT_VERDY27	NT_VERDY28	NT_VERDY29	VERDY2	NT_VERDY30	NT_VERDY31	NT_VERDY32	VERDY33	VERDY34	VERDY35	VERDY36	VERDY37	VERDY38	VERDY39	VERDY3	VERDY40	NT_VERDY41	VERDY42	NT_VERDY43	NT_VERDY44	NT_VERDY45	NT_VERDY46	NT_VERDY47	NT_VERDY48	VERDY49	VERDY4	VERDY50	VERDY51	VERDY52	VERDY53	VERDY54	VERDY55	VERDY56	NT_VERDY57	NT_VERDY58	NT_VERDY59	VERDY5	NT_VERDY60	NT_VERDY61	NT_VERDY62	NT_VERDY63	NT_VERDY64	VERDY65	VERDY66	VERDY67	VERDY68	VERDY69	VERDY6	VERDY70	VERDY71	VERDY72	NT_VERDY73	NT_VERDY74	NT_VERDY75	NT_VERDY76	NT_VERDY77	NT_VERDY78	NT_VERDY79	VERDY7	NT_VERDY80	VERDY8	VERDY9
"Viruses; Uroviricota; Caudoviricetes; Caudoviricetes_Unclassified; Caudoviricetes; Caudoviricetes_Unclassified; Caudoviricetes_Unclassified_Unclassified; NAO286"	0.230315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.248031	0.015748	0.0216535	0.114173	0	0.188976	0	0.015748	0	0.011811	0	0.0019685	0.122047	0.00787402	0.00984252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.114173	0.0019685	0.0019685	0.122047	0	0.00590551	0.00393701	0.00590551	0.0019685	0	0	0	0.00393701	0	0	0.00393701	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Viruses; Uroviricota; Caudoviricetes; Caudoviricetes_Unclassified; Caudoviricetes; Caudoviricetes_Unclassified; Caudoviricetes_Unclassified_Unclassified; NAO287"	1.20316	0	0	0	0	0.00394477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00394477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Viruses; Uroviricota; Caudoviricetes; Caudoviricetes_Unclassified; Caudoviricetes; Caudoviricetes_Unclassified; Caudoviricetes sp.; unclassified CaudoviricetesO288"	0.558882	0.00399202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00399202	0	0	0	0	0	0	0.0179641	0	0	0	0.0319361	0	0	0	0	0.0558882	0	0.0199601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00399202
"Viruses; Uroviricota; Caudoviricetes; Caudoviricetes_Unclassified; Caudoviricetes; Caudoviricetes_Unclassified; Caudoviricetes_Unclassified_Unclassified; NAO289"	0.0998004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Viruses;Viruses_Unclassified;Viruses_Unclassified_Unclassified;Viruses_Unclassified_Unclassified_Unclassified;Viruses_Unclassified_Unclassified_Unclassified_Unclassified;Viruses_Unclassified_Unclassified_Unclassified_Unclassified_Unclassified;Viruses_Unclassified_Unclassified_Unclassified_Unclassified_Unclassified_Unclassified; NAO290"	0.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Viruses; Uroviricota; Caudoviricetes; Caudoviricetes_Unclassified; Caudoviricetes; Caudoviricetes_Unclassified; Caudoviricetes_Unclassified_Unclassified; NAO322"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.364593	0.00191388	0.0076555	0	0	0	0.00574163	0	0	0	0.0133971	0	0.00956938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0076555	0	0	0	0	0	0	0	0	0	0	0
"Viruses; Uroviricota; Caudoviricetes; Caudoviricetes_Unclassified; Caudoviricetes; Caudoviricetes_Unclassified; Caudoviricetes_Unclassified_Unclassified; NAO323"	0.663732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00176056	0	0	0	0.00528169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00176056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Viruses; Uroviricota; Caudoviricetes; Caudoviricetes_Unclassified; Caudoviricetes; Caudoviricetes_Unclassified; Caudoviricetes_Unclassified_Unclassified; NAO324"	0	0	0	0	0	0	0.00156128	0	0	0	0	0	0	0	0	0	0.00156128	0	0	0	0	2.59641	0	0	0	0.00156128	0	0	0	0	0	0	0	0	0.00624512	0	0	0	0	0	0	0.0210773	0.00312256	0	0	0	0	0	0	0	0	0.00156128	0	0	0.00156128	0	0	0	0	0	0.00156128	0	0	0	0	0	0	0.00468384	0	0.00624512	0	0	0	0	0	0	0.00312256	0	0.00156128	0
"Viruses; Duplornaviricota; Chrymotiviricetes; Ghabrivirales; Totiviridae; Totiviridae_Unclassified; Malassezia restricta virus MrV40S; Malassezia restricta virus MrV40SO397"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.253359	0	0	0	0	0	0	0	0	0	0	0.0230326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Viruses; Kitrinoviricota; Tolucaviricetes; Tolivirales; Tombusviridae; Umbravirus; Umbravirus_Unclassified; NAO395"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0494297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Viruses;Viruses_Unclassified;Viruses_Unclassified_Unclassified;Viruses_Unclassified_Unclassified_Unclassified;Viruses_Unclassified_Unclassified_Unclassified_Unclassified;Viruses_Unclassified_Unclassified_Unclassified_Unclassified_Unclassified;Viruses_Unclassified_Unclassified_Unclassified_Unclassified_Unclassified_Unclassified; NAO331"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0477002	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Viruses; Uroviricota; Caudoviricetes; Caudoviricetes_Unclassified; Caudoviricetes; Caudoviricetes_Unclassified; Caudoviricetes_Unclassified_Unclassified; NAO336"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.104777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Viruses; Uroviricota; Caudoviricetes; Caudoviricetes_Unclassified; Caudoviricetes; Mimasvirus; Mimasvirus_Unclassified; NAO354"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.955086	0.0766182	0.241744	0.574637	0.0330251	1.06869	0	0.0383091	0.335535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Viruses; Uroviricota; Caudoviricetes; Caudoviricetes_Unclassified; Caudoviricetes; Caudoviricetes_Unclassified; Caudoviricetes_Unclassified_Unclassified; NAO337"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.131406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Viruses; Uroviricota; Caudoviricetes; Caudoviricetes_Unclassified; Caudoviricetes; Caudoviricetes_Unclassified; Caudoviricetes_Unclassified_Unclassified; NAO338"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.592021	0	0	0	0.001287	0	0.002574	0.002574	0.584299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Viruses; Uroviricota; Caudoviricetes; Caudoviricetes_Unclassified; Caudoviricetes; Caudoviricetes_Unclassified; Caudoviricetes_Unclassified_Unclassified; NAO339"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00240385	0	0	0	0	0	0	0	0	0.384615	0.00240385	0	0.0432692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Viruses; Uroviricota; Caudoviricetes; Caudoviricetes_Unclassified; Caudoviricetes; Caudoviricetes_Unclassified; Caudoviricetes_Unclassified_Unclassified; NAO340"	0	0	0	0	0	0	0	0.00228833	0	0	0	0	0	0	0	0	0.242563	0	0	0	0	0.00228833	0	0	0.00228833	0.0160183	0	0	0	0	0	0	0	0	0	0.00457666	0	0	0	0	0	0.0755149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00228833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Viruses; Duplornaviricota; Chrymotiviricetes; Ghabrivirales; Totiviridae; Totivirus; Totivirus sp.; Totivirus sp.O398"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0658343	0	0	0	0	0	0	0	0	0
"Viruses; Uroviricota; Caudoviricetes; Caudoviricetes_Unclassified; Caudoviricetes; Caudoviricetes_Unclassified; Caudoviricetes_Unclassified_Unclassified; NAO341"	0	0	0	0	0.0386313	0	0	0	0	0	0	0	0	0	0	0.182119	0.00551876	0.00662252	0.135762	0.00441501	0.168874	0.00662252	0.00441501	0.00331126	0.00331126	0.084989	0.00220751	0.0331126	0.00220751	0.00883002	0.00220751	0	0	0	0	0.00441501	0	0	0.0154525	0	0	0.0783664	0	0.00220751	0	0	0	0	0	0	0.0286976	0	0	0.0320088	0	0.00220751	0	0	0	0	0	0	0	0	0	0	0	0	0.013245	0	0.152318	0	0.00220751	0	0	0	0	0	0	0
"Viruses; Pisuviricota; Stelpaviricetes; Patatavirales; Potyviridae; Tritimovirus; Brome streak mosaic virus; Brome streak mosaic virusO388"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00289645	0.00868936	0.0188269	0.557567	0.0152064	0.00868936	0.00506879	0.0057929	0	0	0	0	0	0	0	0	0	0	0	0.00144823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Viruses;Viruses_Unclassified;Viruses_Unclassified_Unclassified;Viruses_Unclassified_Unclassified_Unclassified;Viruses_Unclassified_Unclassified_Unclassified_Unclassified;Viruses_Unclassified_Unclassified_Unclassified_Unclassified_Unclassified;Viruses_Unclassified_Unclassified_Unclassified_Unclassified_Unclassified_Unclassified; NAO332"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0524476	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Viruses; Artverviricota; Revtraviricetes; Ortervirales; Retroviridae; Retroviridae_Unclassified; Human endogenous retrovirus; Human endogenous retrovirusO391"	0	0	0	0	0	0	0	0.00687285	0.00343643	0.0137457	0	0	0	0	0.00687285	0	0	0	0	0	0	0.161512	0	0	0	0.0584192	0	0	0	0	0	0.00687285	0.536082	0	0	0	0	0	0	0	0	0	0	0.0378007	0.0171821	0.024055	0.00687285	0.168385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0652921	0.0687285
"Viruses; Uroviricota; Caudoviricetes; Caudoviricetes_Unclassified; Caudoviricetes; Caudoviricetes_Unclassified; Caudoviricetes_Unclassified_Unclassified; NAO342"	0	0	0	0	0	0	0	0	0.00162602	0.00325203	0	0.00162602	0.00162602	0	0	0.718699	0	0.0097561	0.152846	0.00650407	0.239024	0	0.00162602	0.00162602	0.00325203	0	0	0.195122	0.00650407	0.00487805	0	0	0.00162602	0	0	0	0	0	0.00650407	0	0	0	0	0	0	0	0	0	0	0	0.0910569	0	0	0.099187	0	0.00162602	0	0.00162602	0	0	0	0	0	0	0	0	0.00162602	0.00325203	0	0	0	0	0	0	0	0	0	0	0	0
"Viruses; Uroviricota; Caudoviricetes; Caudoviricetes_Unclassified; Autographiviridae; Autographiviridae_Unclassified; Autographiviridae_Unclassified_Unclassified; NAO357"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0030303	0	0	0	0	0	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Viruses; Uroviricota; Caudoviricetes; Caudoviricetes_Unclassified; Caudoviricetes; Caudoviricetes_Unclassified; Caudoviricetes_Unclassified_Unclassified; NAO343"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0995475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Viruses; Uroviricota; Caudoviricetes; Caudoviricetes_Unclassified; Herelleviridae; Baoshanvirus; Baoshanvirus BS2; Baoshanvirus BS2O364"	0	0	0	0	0	0	0	0	0	0	0.795587	0	0	0	0	0	0	0	0	0	0	0.00116144	0	0	0	0	0	0	0	0	0	0	0.00232288	0.00232288	0	0	0	0	0	0	0	0.00464576	0	0	0	0	0	0	0	0	0.00232288	0	0	0	0.00232288	0	0	0	0	0.00232288	0	0	0	0	0	0.00232288	0	0	0.00464576	0	0	0	0	0	0	0	0	0	0	0
"Viruses; Uroviricota; Caudoviricetes; Caudoviricetes_Unclassified; Siphoviridae; Siphoviridae_Unclassified; Geobacillus virus E2; Geobacillus virus E2O393"	0	0	0	0	0	0	0	0	0	0	0	0.00232288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00232288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.724739	0	0.00232288	0	0	0	0	0
"Viruses; Pisuviricota; Pisoniviricetes; Picornavirales; Iflaviridae; Iflavirus; Deformed wing virus; Deformed wing virusO366"	0.00189573	0	0	0	0	0	0	0.00189573	0	0	0	0	0	0	0	1.46445	0.0777251	0.135545	0.452133	0.0056872	1.07014	0.0028436	0.056872	0.00947867	0.000947867	0.0028436	0.000947867	0.0890995	0.0113744	0.00189573	0	0	0	0	4.06161	0	0	0	0.000947867	0	0.00189573	0	0.00379147	0	0	0	0	0	0	0	0.00853081	0.000947867	0	0.0170616	0	0.0028436	0	0.000947867	0	0	0.00189573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Viruses; Uroviricota; Caudoviricetes; Caudoviricetes_Unclassified; Caudoviricetes; Caudoviricetes_Unclassified; Caudoviricetes_Unclassified_Unclassified; NAO344"	0	0	0	0	0	0	0	0	0	0	0	0	0.00392157	0	0	0	0	0	0	0	0	0.00392157	0	0	0.0156863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00392157	0.00784314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00392157	0	0	0	0	0.423529	0	0	0	0.027451	0	0	0	0	0.00392157	0	0	0	0	0	0
"Viruses;Viruses_Unclassified;Viruses_Unclassified_Unclassified;Viruses_Unclassified_Unclassified_Unclassified;Viruses_Unclassified_Unclassified_Unclassified_Unclassified;Viruses_Unclassified_Unclassified_Unclassified_Unclassified_Unclassified;Viruses_Unclassified_Unclassified_Unclassified_Unclassified_Unclassified_Unclassified; NAO333"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0718133	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Viruses;Viruses_Unclassified;Viruses_Unclassified_Unclassified;Viruses_Unclassified_Unclassified_Unclassified; Anelloviridae; Anelloviridae_Unclassified; Anelloviridae_Unclassified_Unclassified; NAO356"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.210158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Viruses; Uroviricota; Caudoviricetes; Caudoviricetes_Unclassified; Caudoviricetes; Caudoviricetes_Unclassified; Caudoviricetes_Unclassified_Unclassified; NAO345"	0	0	0	0	0	0	0	0	0	0	0.00347826	0	0	0	0	0	0	0	0	0	0	0	0	0.0104348	0.00347826	0.0313043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.013913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Viruses; Uroviricota; Caudoviricetes; Caudoviricetes_Unclassified; Caudoviricetes; Caudoviricetes_Unclassified; Caudoviricetes_Unclassified_Unclassified; NAO346"	0.00347826	0	0.00173913	0	0	0	0	0	0	0.013913	0	0	0	0	0	0.471304	0.00869565	0.00869565	0.151304	0.00173913	0.363478	0	0	0.00347826	0.0295652	0	0	0.193043	0.00695652	0.013913	0	0	0	0	0.0243478	0	0	0	0	0	0.0173913	0	0	0	0	0	0	0	0	0	1.15478	0.00347826	0.00173913	1.01043	0	0.0591304	0.0434783	0	0	0	0	0	0.00173913	0	0	0	0	0	0.00869565	0.00521739	0.00173913	0	0.0347826	0	0	0.173913	0	0	0	0
"Viruses; Uroviricota; Caudoviricetes; Caudoviricetes_Unclassified; Caudoviricetes; Caudoviricetes_Unclassified; Caudoviricetes_Unclassified_Unclassified; NAO347"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0595041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0495868	0	0	0	0	0	0	0
"Viruses; Uroviricota; Caudoviricetes; Caudoviricetes_Unclassified; Autographiviridae; Autographiviridae_Unclassified; Providencia phage PSTCR2; Providencia phage PSTCR2O358"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.183544	0	0.00316456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00316456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Viruses;Viruses_Unclassified;Viruses_Unclassified_Unclassified;Viruses_Unclassified_Unclassified_Unclassified;Viruses_Unclassified_Unclassified_Unclassified_Unclassified;Viruses_Unclassified_Unclassified_Unclassified_Unclassified_Unclassified;Viruses_Unclassified_Unclassified_Unclassified_Unclassified_Unclassified_Unclassified; NAO334"	0	0	0	0	0	0	0	0	0	0.136858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Viruses; Artverviricota; Revtraviricetes; Ortervirales; Retroviridae; Retroviridae_Unclassified; Human endogenous retrovirus K; Human endogenous retrovirus KO392"	0	0	0	0	0	0	0	0.0121029	0.0574887	0.00151286	0	0.00605144	0.0816944	0	0.0680787	0.01059	0	0	0	0	0	0.0393343	0	0	0	0.00605144	0.00302572	0.0242057	0.0121029	0.00302572	0.00605144	0	0	0.02118	0.00907716	0.00453858	0.00151286	0.00302572	0.00605144	0.0121029	0.0983359	0	0.0423601	0.0151286	0.0665658	0.0363086	0	0.00605144	0.0378215	0	0	0	0	0	0	0	0	0	0	0	0.0453858	0.00302572	0.00605144	0.00605144	0.0121029	0.00302572	0	0	0	0	0	0	0	0	0	0	0.0181543	0	0.0257186	0.0257186
"Viruses; Uroviricota; Caudoviricetes; Caudoviricetes_Unclassified; Caudoviricetes; Caudoviricetes_Unclassified; Caudoviricetes_Unclassified_Unclassified; NAO348"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0114449	0.0114449	0	0	0	0	0.0157368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.108727	0	0	0	0	0	0	0	0.254649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0171674	0	0	0	0	0	0	0
"Viruses; Uroviricota; Caudoviricetes; Caudoviricetes_Unclassified; Caudoviricetes; Derbicusvirus; Cronobacter phage CR5; Cronobacter phage CR5O355"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00490196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.835784	0	0	0	0	0	0	0
"Viruses; Uroviricota; Caudoviricetes; Caudoviricetes_Unclassified; Caudoviricetes; Caudoviricetes_Unclassified; Caudoviricetes_Unclassified_Unclassified; NAO349"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0882029	0	0	0	0.00220507	0	0	0	0	0	0	0	0	0.00661521	0	0	0.00441014	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00220507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00882029	0	0	0	0	0	0	0	0	0	0.00220507	0
"Viruses; Pisuviricota; Stelpaviricetes; Patatavirales; Potyviridae; Tritimovirus; Brome streak mosaic virus; Brome streak mosaic virusO389"	0	0	0	0	0	0	0	0	0	0.00163532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00163532	0.739984	0.00245298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00163532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00163532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Viruses; Uroviricota; Caudoviricetes; Caudoviricetes_Unclassified; Caudoviricetes; Caudoviricetes_Unclassified; Caudoviricetes_Unclassified_Unclassified; NAO350"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.280118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0014782	0	0	0	0	0	0	0	0	0.0014782	0	0	0	0	0	0	0
"Viruses;Viruses_Unclassified;Viruses_Unclassified_Unclassified;Viruses_Unclassified_Unclassified_Unclassified;Viruses_Unclassified_Unclassified_Unclassified_Unclassified;Viruses_Unclassified_Unclassified_Unclassified_Unclassified_Unclassified;Viruses_Unclassified_Unclassified_Unclassified_Unclassified_Unclassified_Unclassified; NAO335"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0514706	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Viruses; Uroviricota; Caudoviricetes; Caudoviricetes_Unclassified; Caudoviricetes; Caudoviricetes_Unclassified; Caudoviricetes_Unclassified_Unclassified; NAO351"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0434783	0	0	0.00362319	0	0	0	0	0	0	0	0	0	0.0434783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0434783	0	0	0	0	0	0	0.076087	0	0	0	0	0	0	0	0.0108696	0	0	0.0108696	0	0	0	0	0	0	0
"Viruses; Duplornaviricota; Chrymotiviricetes; Ghabrivirales; Totiviridae; Totiviridae_Unclassified; Malassezia restricta virus MrV40L; Malassezia restricta virus MrV40LO396"	0	0	0	0	0	0.312057	0	0	0	0	0	0	0	0.0035461	0	0.241135	0.0035461	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0035461	0	0	0	0	0	0.0177305	0	0	0	0	0	0	0	0	0	0	0	0.0070922	0	0	0	0	0	0	0	0	0	0	0.237589	0	0	0.0070922	0	0	0	1.72695	0.911348	0	0	0	0	0	0	0	0	0.0035461	0	0.0035461	0
"Viruses; Artverviricota; Revtraviricetes; Ortervirales; Retroviridae; Retroviridae_Unclassified; Retroviridae_Unclassified_Unclassified; NAO390"	0	0	0	0	0	0	0	0.0141643	0.0339943	0.00849858	0.00849858	0.00283286	0.0538244	0.0339943	0.0141643	0.00424929	0	0	0	0	0	0.0283286	0	0	0	0.0708215	0.00283286	0.00991501	0	0.00708215	0.00849858	0.00283286	0.0113314	0	0	0	0	0	0	0	0.0141643	0	0.01983	0.0169972	0.00708215	0.0254958	0	0	0.00283286	0.00566572	0	0	0	0	0	0	0	0	0	0	0.0169972	0	0.0113314	0	0.0283286	0.0113314	0	0	0	0	0	0	0	0	0	0	0.00849858	0	0.0566572	0.0538244
