SAMPLEID	VERDY19	Plrevelo.MOCKZYMO	Plrevelo.NT4	VERDY5	Plrevelo.NT2	VERDY2	VERDY55	ED	VERDY24	VERDY20	VERDY21	VERDY8	VERDY7	VERDY39	VERDY51	VERDY35	VERDY38	VERDY65	VERDY66	VERDY52	VERDY54	VERDY4	VERDY23	VERDY53	Plrevelo.IV01IV	Plrevelo.TLIB2	VERDY40	VERDY33	VERDY9	Plrevelo.TLIB1	VERDY6	Plrevelo.NT1	VERDY17	VERDY34	VERDY36	VERDY3	VERDY18	FMR	VERDY49	Plrevelo.NT5	Plrevelo.NT3	VERDY37
Shinella sp. PSBB067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Simiaoa sunii	0	0	0.1132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Singulisphaera acidiphila	0	0	0	0	0	0	0	0	0	0	0	0	1.2237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sinirhodobacter sp. HNIBRBA609	0	0	0	14.1702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2905	0	0	0	0.1766	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1491
Sinorhizobium americanum	0	0	0.1132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52.9456	0	0	0	0	0
Sinorhizobium mexicanum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.5847	0	0	0	0	0	0	0	0	0	0	0	0	0
Sinorhizobium sp. BG8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.9047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sinorhizobium sp. CCBAU 05631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.2924	0	0	0	0	0	0	0	0	0	0	0	0	0
Sinorhizobium sp. SACMS4	0	0	0	0.3633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41.0921	0	0	0	0	0
Skermania piniformis	0	0	0	0	0	0	8.5238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sodalis ligni	0	0.1183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.208	0	0	0	0	0	0
Sodalis praecaptivus	0	0	0	0	0	0	0	0	0	0	0.5937	0.2752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.2877	0	0	0	0	0	0
Sorangium cellulosum	0	0	0	0	0	0	0	0	0	0	0	24.9087	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sphaerotilus sp. FB-5	0	0	0	30.8838	0	0	0	0	0	0	0.2968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0738	0	0	2.5884	9.9825	0.7902	0.3988	0	0.1976	0	0
Sphingobacterium daejeonense	0	0	0	0	0	4.8923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sphingobacterium faecium	4.5381	0	0	5.8134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2198	0
Sphingobacterium multivorum	25.1942	0	0	14.8969	26.1411	0	0	0	1.2793	20.5822	0	1.2386	0	0	0.2019	0	0	0	0	0	0	3.3619	0	0	0	0	18.6267	0	11.4618	0	0	1.3825	0	0	28.9041	0	0	0	0	0	1.5383	0.5966
Sphingobacterium sp. ML3W	0.1565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sphingobium cloacae	0	0	12.3383	0	0	0.3763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sphingobium sp. AntQ-1	0	0	0	0	0	0	0	0	0	0	0	0.2752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1513	0.4314	0	0	0	0	0.0988	0	8.7992
Sphingobium sp. JS3065	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1491
Sphingobium sp. RAC03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1491
Sphingobium sp. YBL2	0	0	0	0	0	0	0.1093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	411.324
Sphingobium yanoikuyae	0.1565	0	1.2452	1.09	0.1766	0.3763	0.2186	0.3296	0	4.6476	0.2968	2.2019	0	0	0.2019	0	0	0	0	0	0	0	0	0.2905	0	0.1713	1.3798	0	0	0	0	0	0	1.6642	0	0.8319	0.3951	0.4985	0.2392	0	0.6593	7.1587
Sphingomonas aerolata	0.1565	0.1183	0	13.8069	0	0.2822	0	0	0	0	0	1.3762	0	0	0.2019	0	0	0	0	0	0	0	0	0	3.2081	0	0	0.8829	0	0	0	0	0	0	0	0	3.9512	0	0	0	0	0.2983
Sphingomonas alpina	0	0	0	0	0	1.9757	0.8742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sphingomonas asaccharolytica	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sphingomonas changnyeongensis	2.0343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77.3197	0.3026	0	0	0	0	0	0	0	0
Sphingomonas donggukensis	0	0	0	0	0	0	0	0	1.2793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sphingomonas ginsengisoli An et al. 2013	3.7557	0	0	0	2.8261	0	0	11.2076	0	0	0	0.4129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sphingomonas glaciei	0.6259	0	0.566	0	1.0598	0	0	0.4945	0	0	0	0.1376	0	0	0	0	0	0	0	0	0	0	0	0.5809	0	0	0	0	0	0	0	6.2213	0	0	0	0	0	0	0	0	0	0
Sphingomonas hankookensis	0	0	0	0.3633	0	0	0.5464	0	0	0	0	0	0	3.0053	0	0	0	0	0	0	0	0.2241	0	0	0	0	0	0	0	0	0	0	0	0	28.4727	0	0	0	0	0.4941	0	0
Sphingomonas hengshuiensis	1.2519	0	0	0	0	0.0941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1513	0	0	7.5072	0	0	0	0	0
Sphingomonas insulae	0	0	0	0	0	0	0.9835	0	0	0	0	0.6881	0	0.4293	0	0	0	0	0	0	0	0.6724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0988	0	0
Sphingomonas lutea	0	0	0	0	0	0	1.3114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6724	0	0.8714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sphingomonas melonis	0	0	0	1.09	0	0	4.0433	0	0	0	0	0.8257	0.4079	0.7156	0	0	0	0	0	0	0	0	0	0.5809	0	0.0857	0	0	0	0.2637	0	0	0.2301	1.2103	0	7.9028	0	0	0	0	0	0
Sphingomonas morindae	0.1565	0	0.3396	2.9067	0	0.1882	0.1093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7565	0	0	0	0	0.1196	8.7946	0.2198	0
Sphingomonas panacis	0	0	0.1132	10.1735	0	0.0941	0.1093	0	0	0	0	0	0	0.4293	0	0	0	0	0	0	0	0	0	0	0	0.0857	0	0	0	0	0	0	0	0	0	0	1.9756	0.0997	0	0	0	0
Sphingomonas paucimobilis	0	0	0.4528	0	0.3533	0	0.1093	0.6593	0	0	0	0	0	0	0.6056	0.1197	0	0	0	0	0	0	0	14.2332	0	0.257	0	0	0	0.0879	0.2669	0	0.2301	0.3026	0	0.4159	0	0.0997	0	0.5929	0.5494	0
Sphingomonas piscis	0	0	0	0	0.5299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.0047	0	0	0	0	0	0	0	0	0	2.8746	0	0	0	0	0	0	0	0
Sphingomonas profundi	0	0	0	0	0.1766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.8779	0
Sphingomonas psychrotolerans	0	0	0	0	0	0	0.1093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1513	9.9223	0	0	0	0	0	0	0
Sphingomonas radiodurans	0.4695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4539	0	3.1195	0	0	0	0	0	0
Sphingomonas sabuli	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3716	0	0	0	0	0	0	6.1	0	0	0	0	0	0	0	0	0	6.0517	0	0	0	0	0	0	0	0
Sphingomonas sanguinis	0	0	0	0	0	0.0941	0	0	1.2793	0	0	0	0	0	36.333	0.359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7256	0	1.5805	0	0	0	0	0
Sphingomonas sanxanigenens	0.313	0	0	0	0	0	10.6001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1513	0	0	0	0	0	0.0988	0	0
Sphingomonas sediminicola	0	0	0.2264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.4996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sphingomonas sinipercae	0	0	0	0	0	0	0.1093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41.2474	0	0	0	0	0	0	0	0	0	4.8414	0	0	0	0	0	0	0	0
Sphingomonas sp.	0	0	0	0.3633	0	0	0	0	0	0	0	0.1376	0	0.1431	0	0	0.0929	0	0	0	0	0	0	0	0	0.0857	0	0	0	0	0	0	0	0.3026	0	0	0	0.0997	0	0	0.1099	0
Sphingomonas sp. 7/4-4	0	0	0.1132	0.3633	0	0	0	0	0	0	0	22.4316	0	0.1431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.4618	0	0	0	0	1.9668	0	0	0	0	0	0	0	0
Sphingomonas sp. AAP5	0	0	0.2264	0.3633	0	0	0.3278	0	0	0	0	0	0	0	0	0	0.1858	0	0	0	0	0.4482	0	0	0	0	0	0	6.8771	0.0879	0	0	0	0.3026	0	0	0	0	0	0	0.1099	0.1491
Sphingomonas sp. C8-2	0	0	0	0	0	0	0	0	0	0	0	1.1009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3026	0.4314	0	0	0	2.1531	0	0	0.1491
Sphingomonas sp. CV7422	0	0	0	1.09	0	0	0.4371	0	1.919	0	0.2968	0	0	10.3039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7902	0	0	0	0	0
Sphingomonas sp. HMP6	0	0	13.9231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sphingomonas sp. HMP9	0	0	0	10.5368	0	0.5645	0.3278	0	0	0	0	1.6514	0	0	0	0	0	0	0	0	0	0	0	0	1.8447	0	0	0.1766	0	0	0	0	0	0	0	0	5.5316	0	0	0	0	4.325
Sphingomonas sp. IC081	0	1.4196	0	1.8167	0	0.0941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5129	0	0	0.3951	0	0	0	0	0.1491
Sphingomonas sp. KRR8	4.0686	0	0	0	0	0	0	0	0	0	0	1.3762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0738	0	0	0	0	0	0	0	0	0	0
Sphingomonas sp. LHG3406-1	0.4695	0	0	0	0	0	0	0	0	0	0	0.2752	0	0	0	0	0	0	0	0	0	4.0342	0	0	0	0	0	0	0	0	0	7.6039	0	0	0	0	0	0	0	0	0	0
Sphingomonas sp. LK11	0	0	0	1.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33.7382	16.3934	0	0	0	0	0.1976	0	0
Sphingomonas sp. LM7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.8008	0	0	0	0	0.3026	0	0	0	0	0	0	0	0
Sphingomonas sp. NIBR02145	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.2924	0	0	0.6913	0	0	0	0	0	0.4985	0	0	0	0
Sphingomonas sp. PAMC26645	0	0	0	13.8069	0	0	0	0	0	0	0	20.6426	0	0	0	0	0	0	0	0	0	0	0	0.2905	0	0	0	0	0	0	0	0	0	0	0	0	0.7902	0	0	0	0	0
Sphingomonas sp. QA11	0	0	0	0	0	0	0	0.4945	0	0	0	0.1376	0	0	0.2019	0	0	0	0	0	0	0	0	0	0.1604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0988	0	0
Sphingomonas sp. R1	0.1565	0.1183	0	11.6268	0	0	0	0	0.6397	0	0	0	0	1.1449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9078	0	0	0.7902	0	0	0.0988	0	0
Sphingomonas sp. S2-65	0	0	0	0	0	0	0.2186	0	0	0	0	0.2752	0	0.2862	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1766	34.3855	0	0	0	0	0.3026	0	0	0	0.1994	0	0	0	0
Sphingomonas sp. SL21	0	0.1183	0	0	0	0	0	0	0	0	0	0	0	9.0159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sphingomonas sp. SUN019	0	0	0.1132	4.7234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sphingomonas sp. ZFBP2030	0	0.3549	0	2.18	0	0	0	0.6593	0	0	0	0.1376	0	0	0.6056	0.1197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.2805	0	0	0	0	0	0	0	0
Sphingomonas taxi	0	0	0	0.7267	0	0	0.6557	0	0	0	0	0	0	15.8852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.9374	72.0445	0	0	0	0	0.0988	0.1099	0
Sphingorhabdus lacus	0	0	9.3953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sphingosinicella flava	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.7233	0	0	0	0	0	0	0	0
Sphingosinicella sp. BN140058	0	0	0	0	0	0	0.3278	0	0	0	0	0.1376	0	0	0	0	0	0	0	0	0	0	0	0.5809	0	0	0	0	0	0	0	0	5.2927	0	0	0	0	9.9694	0	0	0	0
Sporosarcina psychrophila	0	0	0	0	0	0	0	3.4612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sporosarcina sp. resist	0	0.1183	0	0	0	0	0	2.4723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Staphylococcus arlettae	5.3205	0.3549	2.7167	0	0.8831	0	0	0	1.919	0	0.2968	0	0	0	0	0.8377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2942	0	0	0	0	0	0	0
Staphylococcus aureus	1.0954	16134.6	36.6754	3.6334	2.6494	2.1639	41.8538	0	6.3966	0.6639	17.5141	0.1376	0	36.0637	2.2204	0	0	0	0	0	0.1274	0.2241	0	0.2905	2.0051	4.2827	0.6899	18.8942	0	1.0546	3.736	15.2077	0	0.3026	0.4314	0.208	0.3951	37.784	0.1196	15.4153	11.2076	19.2389
Staphylococcus capitis	5.164	2.2477	253.898	0	0.5299	0.5645	0	0	5.757	14.6067	1.1874	0	0	0	0	0.8377	0	0	0	0.3721	0.1274	0.4482	0	16.557	0	0.1713	0	0	0	43.5915	0	0	0	0	10.3537	0	6.3219	0	0	425.205	0.2198	0.1491
Staphylococcus caprae	0	0.1183	0	0	0	0	0	0	0	0	0	0	0	3.1484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Staphylococcus chromogenes	0	20.5841	0	0	0	0	0	0	0	0	0	0	0	0.1431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Staphylococcus cohnii	0	4.1405	0.1132	0	0.1766	0	0.1093	0	0	0	5.3433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2198	0
Staphylococcus epidermidis	12.9883	372.171	221.864	14.5336	0.3533	55.3208	1648.25	0.6593	42.2178	3.3197	3.859	0	0	4.7226	0.8074	2.6329	0.836	0	0	0.3721	155.344	0	0.602	0	1.5239	9.3362	1.3798	10.4183	0	60.1141	5.8708	203.23	0	0.1513	20.7074	0.6239	0	2.592	10.5263	36.6607	0.9889	10.2906
Staphylococcus equorum	0	0	135.495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Staphylococcus haemolyticus	2.0343	168.222	8.2633	0.3633	0.1766	0	8.633	0	0	2.6558	0.2968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3515	0	0	0.6904	0	3.8826	0.208	0	0.8972	1.4354	72.6297	85.7049	0
Staphylococcus hominis	0.9389	25.671	151.003	3.2701	0	0.2822	8.5238	3.626	22.3882	0	133.285	1.3762	0	0	0	0	0.0929	0	0	0	0	2.4654	3.0098	0	0	0.4283	0	0	0	0	0	0	0	0	0	2.0797	0	8.474	1.3158	150.299	0.2198	0
Staphylococcus lugdunensis	0	24.488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9882	0	0
Staphylococcus pasteuri	130.196	1.7745	4.3014	0	0.5299	0	0	0	7.0363	0	0	0	0	0	0	0.1197	0	0	0	0	0.1274	0	6.0197	0	0	0	0	0	0	0.5273	0	0	0	0	1.2942	0	0	0	0	0.0988	0.1099	58.164
Staphylococcus pettenkoferi	0	0.8281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.6207	0	0
Staphylococcus pseudintermedius	0	49.2126	0.7924	0	0	0	0.6557	0	0	0	0.2968	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0802	0.0857	0	0.5297	0	0.2637	0	0	0	0	2.5884	0.208	0	0.2991	0	0.1976	0.2198	0.2983
Staphylococcus saccharolyticus	0	0.1183	0	0	0	2.9166	0	0	27.5055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0988	0	0
Staphylococcus saprophyticus	0	1.3013	1.6979	0	0	0	0	0	0	0	0	0	0	0	0	0.359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.2927	0	0	0	0	0	0	0	0.2198	0
Staphylococcus simulans	0.1565	1.7745	2.8299	0	0	0	0	0	0	0	0.2968	0	0	0	0	0.1197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4314	0	0	0	0	0	0.1099	0
Staphylococcus sp. 11-B-312	0	0	0	0	0	0	0	0	0	0	0	2.0643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.868	0	0	0	0	0	0	0	0	0	0	0
Staphylococcus warneri	1.2519	0	0.566	0	0	0	0	0	0	0	0	0	0	0	0	0.359	0	0	0	0	0	0	0	0	0	0	0	0.1766	0	0.8789	0	0	0	0	0	0	1.1854	3.2899	0	0	0	0
Stenotrophomonas acidaminiphila	4.3816	0	0.6792	0.3633	0.3533	0.4704	0.5464	0.3296	0	0	0	0	0.8158	0	0	0	0	0	0	0	0	0	0	0.2905	0.401	0.5139	0	0	0	1.2304	0	0	0	1.9668	0	0.208	0	0.1994	0	0.6917	1.5383	0.2983
Stenotrophomonas indicatrix	0.1565	0	5.773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stenotrophomonas koreensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45.7886	0	0	0	0	0	0	0	0	0	0	0	0
Stenotrophomonas maltophilia	37.8696	5.7967	73.6905	7.9935	369.331	43.9367	34.095	27.3598	53.0921	51.7874	9.796	21.7435	7.3424	40.6432	7.4685	0.5984	0.5573	4.9586	0.048	10.048	3.0585	1.793	0	107.766	14.4364	15.075	32.4242	1.4127	9.1695	7.2945	4.2697	69.1259	7.824	25.1145	162.208	12.686	4.7414	14.3559	0.9569	27.7673	46.6982	46.5312
Stenotrophomonas rhizophila	26.6026	0	15.9606	0	0	0.0941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5805	0	0	0	0	0
Stenotrophomonas sp. CD2	0.1565	0	0.3396	0	0.5299	0.0941	0.1093	0.8241	0	1.9918	0.5937	0	0	0.1431	0	0	0	0	0	0	0	1.1206	0	0.8714	0.2406	0.6852	0	0	0	0.1758	0	0	0.2301	0.3026	0	0	0	0.2991	0.2392	0.9882	0.7691	0.5966
Stenotrophomonas sp. WZN-1	0	0	0.4528	0	4.5924	0.1882	0	0.3296	0	0	0	0	0	0	0	0	0	1.761	0	0	0	0	0	0.5809	0	0	0	0	0	0	0	0	0	0	0	0	0.3951	0.0997	0	0	0.3296	0
Sterolibacterium denitrificans	0	0	0	0	0	0	0	0	0	0	0.2968	0	0	0	0	0	0	0	0	0	0	0.4482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus agalactiae	0	1.0647	0	0	0	0	0	0	0	0	0.2968	0	0	0	0	0	0	0	0	0	0.1274	0	0	0	0.2406	0	0	0	0	0	0	0	0	0	0	0	0	0	286.962	0	0	0
Streptococcus alactolyticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0766	0	0	0
Streptococcus anginosus	0	0.1183	0.1132	0	2.2962	0	0	0	0	0	0.2968	0	0	0	0	0	0	0	0	0	0.1274	0	0	0	0	0	0	0	0	0	0	0	0	0.1513	0	0	0	0	18642.3	0	0	5.5181
Streptococcus australis	0	0.9464	1.9243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.7991	0	0	0.1491
Streptococcus constellatus	0	0	0	0	0	0	0	0.1648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1766	0	0	0	0	0	0	0	0	0	0	1076.56	0.0988	0	0
Streptococcus cristatus	0	0.1183	0	0	0	0	0	0	0	0	0	0	0	0.1431	0	0	0	0	0	0	0	0	0	0	0	0	0	45.7346	0	0	0.2669	0	0	0	0	0.208	0	0.3988	7.5359	0	0	0.2983
Streptococcus dysgalactiae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106.46	0	0	0
Streptococcus gallolyticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.2154	0	0	0
Streptococcus gordonii	0	0	0	0	0	0	0.5464	0	4.4776	0	0	0	0	0.8587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86.2442	0	0.1099	1.3423
Streptococcus ilei	0	0	1.132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7177	0.0988	0	0
Streptococcus intermedius	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	483.972	0	0	0
Streptococcus lutetiensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.3302	0	0	0
Streptococcus marmotae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1962	0	0	0
Streptococcus milleri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	580.504	0	0	0
Streptococcus mitis	0	1.0647	18.6773	0	0	0	7.1031	0	0	3.3197	0.8905	0	2.8554	42.0743	0	0	0	0	0	1.1164	0	0	0	3.1952	0.0802	64.8398	0	2.2956	0	0	0	0	0	0	0	0	7.9023	0.7976	72.1294	0	0	30.8717
Streptococcus mutans	0	0	0	0	0	0.0941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.3493	0	0	0
Streptococcus oralis	5.3205	0.5915	0.3396	0	0	2.4462	21.0908	0	0	0.6639	0	0	0	22.6114	0	0	0.2787	0	0	0	0	0	0	0	0.7218	0.0857	0.6899	6.7101	2.2924	0	0	0	0	0	0	21.2127	1.9756	0	27.9905	0.2964	7.5816	0
Streptococcus pasteurianus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2669	0	0	0	0	0	0	0	20.5742	0	0	0
